"filename", "language", "C", "C++", "comment", "blank", "total"
"/home/everlast1ng/code/c/c5/爬动的蠕虫.c", "C", -19, 0, 0, -6, -25
"/home/everlast1ng/code/c/c5/特殊a串数列求和.c", "C", -14, 0, 0, -7, -21
"/home/everlast1ng/code/c/c5/猴子吃桃问题.c", "C", -12, 0, 0, -6, -18
"/home/everlast1ng/code/c/c5/画方块（四舍五入取整）.c", "C", -24, 0, 0, -5, -29
"/home/everlast1ng/code/c/c5/祖孙年龄.c", "C", -13, 0, 0, -5, -18
"/home/everlast1ng/code/c/c5/神奇的数学之回文数.c", "C", -39, 0, 0, -13, -52
"/home/everlast1ng/code/c/c5/约分最简分式.c", "C", -25, 0, 0, -7, -32
"/home/everlast1ng/code/c/c5/统计成绩.c", "C", -22, 0, 0, -6, -28
"/home/everlast1ng/code/c/c5/统计素数并求和.c", "C", -27, 0, 0, -7, -34
"/home/everlast1ng/code/c/c5/编程打印空心菱形.c", "C", -80, 0, 0, -29, -109
"/home/everlast1ng/code/c/c5/英文字母替换加密.c", "C", -21, 0, 0, -5, -26
"/home/everlast1ng/code/c/c5/菱形图案（史山）.c", "C", -50, 0, 0, -14, -64
"/home/everlast1ng/code/c/c5/计算π的近似值.c", "C", -17, 0, 0, -6, -23
"/home/everlast1ng/code/c/c5/计算某分数序列的前n项之和（会了）.c", "C", -19, 0, 0, -6, -25
"/home/everlast1ng/code/c/c5/计算阶乘和.c", "C", -20, 0, 0, -6, -26
"/home/everlast1ng/code/c/c5/调和平均.c", "C", -16, 0, 0, -7, -23
"/home/everlast1ng/code/c/c5/质因子分解.c", "C", -20, 0, 0, -5, -25
"/home/everlast1ng/code/c/c5/输出Fibonacci数列的前n项.c", "C", -22, 0, 0, -5, -27
"/home/everlast1ng/code/c/c5/输出三角形字符阵列.c", "C", -31, 0, 0, -12, -43
"/home/everlast1ng/code/c/c5/输出闰年.c", "C", -39, 0, 0, -14, -53
"/home/everlast1ng/code/c/c5/验证“哥德巴赫猜想”1.c", "C", -35, 0, 0, -12, -47
"/home/everlast1ng/code/c/c5/鸡兔同笼.c", "C", -22, 0, 0, -7, -29
"/home/everlast1ng/code/c/c5/黑洞数.c", "C", -49, 0, 0, -9, -58
"/home/everlast1ng/code/c/c5/龟兔赛跑.c", "C", -33, 0, 0, -8, -41
"/home/everlast1ng/code/c/c6/1234方阵.c", "C", -87, 0, 0, -17, -104
"/home/everlast1ng/code/c/c6/6翻了.c", "C", -47, 0, 0, -12, -59
"/home/everlast1ng/code/c/c6/IP地址转换.c", "C", -15, 0, 0, -6, -21
"/home/everlast1ng/code/c/c6/n个数字都不相同的年份（真屎山，真的）.c", "C", -79, 0, 0, -14, -93
"/home/everlast1ng/code/c/c6/个位数统计.c", "C", -18, 0, 0, -5, -23
"/home/everlast1ng/code/c/c6/串复制.c", "C", -12, 0, -1, -2, -15
"/home/everlast1ng/code/c/c6/串比较.c", "C", -14, 0, 0, -7, -21
"/home/everlast1ng/code/c/c6/乘法口诀数列.c", "C", -50, 0, 0, -11, -61
"/home/everlast1ng/code/c/c6/二分查找.c", "C", -31, 0, 0, -13, -44
"/home/everlast1ng/code/c/c6/兔子和狐狸.c", "C", -45, 0, 0, -12, -57
"/home/everlast1ng/code/c/c6/冒泡排序.c", "C", -26, 0, 0, -8, -34
"/home/everlast1ng/code/c/c6/删除字符串中指定字符.c", "C", -18, 0, 0, -7, -25
"/home/everlast1ng/code/c/c6/判断回文字符串.c", "C", -23, 0, 0, -7, -30
"/home/everlast1ng/code/c/c6/判断题的评判.c", "C", -22, 0, 0, -11, -33
"/home/everlast1ng/code/c/c6/刮彩票.c", "C", -84, 0, 0, -16, -100
"/home/everlast1ng/code/c/c6/到底有多二.c", "C", -27, 0, 0, -7, -34
"/home/everlast1ng/code/c/c6/古风排版.c", "C", -41, 0, 0, -14, -55
"/home/everlast1ng/code/c/c6/在有序数组中插入一个数.c", "C", -32, 0, 0, -11, -43
"/home/everlast1ng/code/c/c6/大写改小写.c", "C", -12, 0, 0, -4, -16
"/home/everlast1ng/code/c/c6/大炮打蚊子.c", "C", -54, 0, 0, -16, -70
"/home/everlast1ng/code/c/c6/奇偶数分开排序.c", "C", -55, 0, 0, -14, -69
"/home/everlast1ng/code/c/c6/奇数阶幻方问题.c", "C", -40, 0, 0, -10, -50
"/home/everlast1ng/code/c/c6/字符串A-B.c", "C", -31, 0, 0, -7, -38
"/home/everlast1ng/code/c/c6/字符串中下标为偶数的元素排序.c", "C", -36, 0, 0, -12, -48
"/home/everlast1ng/code/c/c6/字符串逆序.c", "C", -19, 0, 0, -9, -28
"/home/everlast1ng/code/c/c6/字符串首尾相连.c", "C", -24, 0, -1, -5, -30
"/home/everlast1ng/code/c/c6/对方阵做统计处理（顺时针旋转90度）.c", "C", -62, 0, 0, -21, -83
"/home/everlast1ng/code/c/c6/小明养猪的故事.c", "C", -20, 0, 0, -8, -28
"/home/everlast1ng/code/c/c6/开灯问题.c", "C", -29, 0, 0, -8, -37
"/home/everlast1ng/code/c/c6/循环数组连续4个数的和的最大值.c", "C", -28, 0, 0, -8, -36
"/home/everlast1ng/code/c/c6/心情查询.c", "C", -45, 0, 0, -14, -59
"/home/everlast1ng/code/c/c6/打台球.c", "C", 0, 0, 0, -1, -1
"/home/everlast1ng/code/c/c6/找出不是两个数组共有的元素.c", "C", -68, 0, 0, -20, -88
"/home/everlast1ng/code/c/c6/找出二维数组中的最小元素.c", "C", -47, 0, 0, -14, -61
"/home/everlast1ng/code/c/c6/找鞍点.c", "C", -39, 0, 0, -17, -56
"/home/everlast1ng/code/c/c6/拉丁方阵.c", "C", -51, 0, 0, -12, -63
"/home/everlast1ng/code/c/c6/数列求和-加强版.c", "C", -14, 0, 0, -7, -21
"/home/everlast1ng/code/c/c6/数组元素循环右移问题（反转法！）.c", "C", -26, 0, 0, -8, -34
"/home/everlast1ng/code/c/c6/最长对称子串.c", "C", -32, 0, 0, -16, -48
"/home/everlast1ng/code/c/c6/查找整数.c", "C", -23, 0, 0, -8, -31
"/home/everlast1ng/code/c/c6/查验身份证.c", "C", -29, 0, 0, -11, -40
"/home/everlast1ng/code/c/c6/检查密码.c", "C", -48, 0, 0, -8, -56
"/home/everlast1ng/code/c/c6/求n以内最大的k个素数以及它们的和（求素数的函数）.c", "C", -38, 0, 0, -10, -48
"/home/everlast1ng/code/c/c6/求最大字符串.c", "C", -21, 0, 0, -9, -30
"/home/everlast1ng/code/c/c6/求集合数据的均方差.c", "C", -22, 0, 0, -11, -33
"/home/everlast1ng/code/c/c6/洗牌问题.c", "C", -28, 0, 0, -14, -42
"/home/everlast1ng/code/c/c6/点赞.c", "C", -24, 0, 0, -10, -34
"/home/everlast1ng/code/c/c6/矩阵转置.c", "C", -35, 0, 0, -9, -44
"/home/everlast1ng/code/c/c6/福到了.c", "C", -54, 0, 0, -14, -68
"/home/everlast1ng/code/c/c6/筛法求素数.c", "C", -29, 0, 0, -9, -38
"/home/everlast1ng/code/c/c6/简易连连看.c", "C", -57, 0, 0, -14, -71
"/home/everlast1ng/code/c/c6/约瑟夫问题.c", "C", -37, 0, 0, -11, -48
"/home/everlast1ng/code/c/c6/组个最小数.c", "C", -39, 0, 0, -9, -48
"/home/everlast1ng/code/c/c6/组合数的和.c", "C", -28, 0, 0, -8, -36
"/home/everlast1ng/code/c/c6/统计各大写字母的个数.c", "C", -19, 0, 0, -7, -26
"/home/everlast1ng/code/c/c6/统计各数字出现的次数.c", "C", -20, 0, 0, -6, -26
"/home/everlast1ng/code/c/c6/统计学生成绩的最高最低分以及超过平均分的人数.c", "C", -33, 0, 0, -14, -47
"/home/everlast1ng/code/c/c6/统计学生的总分以及各课程的平均分.c", "C", -42, 0, 0, -14, -56
"/home/everlast1ng/code/c/c6/输出斐波那契数列的前n项.c", "C", -29, 0, 0, -8, -37
"/home/everlast1ng/code/c/c6/进制转换（多看）.c", "C", -25, 0, 0, -8, -33
"/home/everlast1ng/code/c/c6/逆向输出字符串.c", "C", -17, 0, -1, -4, -22
"/home/everlast1ng/code/c/c6/逆序输出输入的整数.c", "C", -20, 0, 0, -8, -28
"/home/everlast1ng/code/c/c6/选择排序.c", "C", -25, 0, 0, -8, -33
"/home/everlast1ng/code/c/c6/选择排序之过程.c", "C", -34, 0, 0, -8, -42
"/home/everlast1ng/code/else/1角，2角和5角凑出10元.c", "C", -17, 0, 0, -4, -21
"/home/everlast1ng/code/else/Calculate the average.c", "C", -9, 0, 0, -6, -15
"/home/everlast1ng/code/else/Calculate the time difference.c", "C", -14, 0, 0, -8, -22
"/home/everlast1ng/code/else/N个有理数求和.c", "C", -17, 0, 0, -5, -22
"/home/everlast1ng/code/else/change calculator.c", "C", -14, 0, 0, -11, -25
"/home/everlast1ng/code/else/exchange.c", "C", -12, 0, 0, -3, -15
"/home/everlast1ng/code/else/n分之1的求和.c", "C", -13, 0, 0, -7, -20
"/home/everlast1ng/code/else/origin.c", "C", -12, 0, 0, -5, -17
"/home/everlast1ng/code/else/任意整数的分解.c", "C", -22, 0, 0, -12, -34
"/home/everlast1ng/code/else/单词长度.c", "C", -22, 0, 0, -7, -29
"/home/everlast1ng/code/else/杨辉三角.c", "C", -25, 0, 0, -9, -34
"/home/everlast1ng/code/else/求三个数的最大数.c", "C", -21, 0, 0, -9, -30
"/home/everlast1ng/code/else/求平均数.c", "C", -17, 0, 0, -11, -28
"/home/everlast1ng/code/else/求整数的位数及各位数字之和.c", "C", -19, 0, 0, -6, -25
"/home/everlast1ng/code/else/求特殊方程的正整数解.c", "C", -23, 0, 0, -6, -29
"/home/everlast1ng/code/else/猜数游戏.c", "C", -22, 0, 0, -10, -32
"/home/everlast1ng/code/else/素数.c", "C", -20, 0, 0, -7, -27
"/home/everlast1ng/code/else/装睡的人.c", "C", -23, 0, 0, -8, -31
"/home/everlast1ng/code/else/连续因子.c", "C", -21, 0, 0, -6, -27
"/home/everlast1ng/code/niuke/1024程序员/2025/A.cpp", "C++", 0, -6, -27, 0, -33
"/home/everlast1ng/code/niuke/1024程序员/2025/B.cpp", "C++", 0, -23, -1, -6, -30
"/home/everlast1ng/code/niuke/1024程序员/2025/C.cpp", "C++", 0, -23, -1, -6, -30
"/home/everlast1ng/code/niuke/1024程序员/2025/D.cpp", "C++", 0, -23, -1, -6, -30
"/home/everlast1ng/code/niuke/1024程序员/2025/E.cpp", "C++", 0, -23, -1, -6, -30
"/home/everlast1ng/code/niuke/1024程序员/2025/F.cpp", "C++", 0, -24, 0, -6, -30
"/home/everlast1ng/code/niuke/1024程序员/2025/G.cpp", "C++", 0, -23, -1, -6, -30
"/home/everlast1ng/code/niuke/小白月赛/122/A.cpp", "C++", 0, -40, 0, -9, -49
"/home/everlast1ng/code/niuke/小白月赛/122/B.cpp", "C++", 0, -44, 0, -9, -53
"/home/everlast1ng/code/niuke/小白月赛/122/C.cpp", "C++", 0, -45, 0, -9, -54
"/home/everlast1ng/code/niuke/小白月赛/122/D.cpp", "C++", 0, -24, 0, -6, -30
"/home/everlast1ng/code/niuke/小白月赛/123/A.cpp", "C++", 0, -33, -1, -5, -39
"/home/everlast1ng/code/niuke/小白月赛/123/B.cpp", "C++", 0, -37, 0, -8, -45
"/home/everlast1ng/code/niuke/小白月赛/123/C.cpp", "C++", 0, -72, 0, -11, -83
"/home/everlast1ng/code/niuke/小白月赛/124/A.cpp", "C++", 0, -35, 0, -5, -40
"/home/everlast1ng/code/niuke/小白月赛/124/B.cpp", "C++", 0, -35, 0, -5, -40
"/home/everlast1ng/code/niuke/小白月赛/124/C.cpp", "C++", 0, -49, 0, -8, -57
"/home/everlast1ng/code/niuke/小白月赛/124/D.cpp", "C++", 0, -37, 0, -5, -42
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/1/A.cpp", "C++", 0, -50, -1, -8, -59
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/1/B.cpp", "C++", 0, -30, -1, -10, -41
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/1/C（找因数模板）.cpp", "C++", 0, -40, -1, -7, -48
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/1/D.cpp", "C++", 0, -38, -1, -10, -49
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/1/F.cpp", "C++", 0, -37, -1, -6, -44
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/2/A.cpp", "C++", 0, -28, -1, -9, -38
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/2/B.cpp", "C++", 0, -43, -1, -8, -52
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/2/C.cpp", "C++", 0, -22, 0, -6, -28
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/2/D.cpp", "C++", 0, -54, -1, -13, -68
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/2/E.cpp", "C++", 0, -36, -1, -8, -45
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/2/F.cpp", "C++", 0, -49, -1, -15, -65
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/3/A.cpp", "C++", 0, -63, -7, -12, -82
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/3/B.cpp", "C++", 0, -23, -1, -3, -27
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/3/C.cpp", "C++", 0, -21, -1, -5, -27
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/3/D.cpp", "C++", 0, -21, -1, -5, -27
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/4/A.cpp", "C++", 0, -41, -1, -6, -48
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/4/B.cpp", "C++", 0, -67, -1, -5, -73
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/4/C.cpp", "C++", 0, -59, -1, -8, -68
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/4/D.cpp", "C++", 0, -21, -1, -5, -27
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/5/A.cpp", "C++", 0, -34, -1, -8, -43
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/5/B.cpp", "C++", 0, -57, -1, -11, -69
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/5/C.cpp", "C++", 0, -28, -1, -9, -38
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/5/D.cpp", "C++", 0, -31, -1, -5, -37
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/6/A.cpp", "C++", 0, -40, -1, -8, -49
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/6/B.cpp", "C++", 0, -40, 0, -4, -44
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/6/C.cpp", "C++", 0, -52, -7, -10, -69
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/6/D.cpp", "C++", 0, -42, -1, -7, -50
"/home/everlast1ng/code/niuke/牛客2025秋季算法编程训练联赛1-基础组/6/E.cpp", "C++", 0, -48, -1, -8, -57
"/home/everlast1ng/code/niuke/牛客周赛/106/A.cpp", "C++", 0, -13, 0, -4, -17
"/home/everlast1ng/code/niuke/牛客周赛/106/B.cpp", "C++", 0, -43, 0, -7, -50
"/home/everlast1ng/code/niuke/牛客周赛/111/A.cpp", "C++", 0, -13, 0, -4, -17
"/home/everlast1ng/code/niuke/牛客周赛/111/B.cpp", "C++", 0, -32, 0, -8, -40
"/home/everlast1ng/code/niuke/牛客周赛/111/C.cpp", "C++", 0, -24, 0, -8, -32
"/home/everlast1ng/code/niuke/牛客周赛/111/D.cpp", "C++", 0, -28, 0, -6, -34
"/home/everlast1ng/code/niuke/牛客周赛/113/1.cpp", "C++", 0, -26, 0, -6, -32
"/home/everlast1ng/code/niuke/牛客周赛/113/A.cpp", "C++", 0, -14, 0, -5, -19
"/home/everlast1ng/code/niuke/牛客周赛/113/B.cpp", "C++", 0, -20, 0, -4, -24
"/home/everlast1ng/code/niuke/牛客周赛/113/C.cpp", "C++", 0, -29, 0, -5, -34
"/home/everlast1ng/code/niuke/牛客周赛/113/D.cpp", "C++", 0, -20, 0, -5, -25
"/home/everlast1ng/code/niuke/牛客周赛/114/A.cpp", "C++", 0, -37, -1, -7, -45
"/home/everlast1ng/code/niuke/牛客周赛/114/B.cpp", "C++", 0, -39, -1, -8, -48
"/home/everlast1ng/code/niuke/牛客周赛/114/C.cpp", "C++", 0, -54, -1, -11, -66
"/home/everlast1ng/code/niuke/牛客周赛/114/D.cpp", "C++", 0, -39, -1, -12, -52
"/home/everlast1ng/code/niuke/牛客周赛/115/A.cpp", "C++", 0, -32, -1, -6, -39
"/home/everlast1ng/code/niuke/牛客周赛/115/B.cpp", "C++", 0, -37, 0, -8, -45
"/home/everlast1ng/code/niuke/牛客周赛/115/C.cpp", "C++", 0, -49, 0, -10, -59
"/home/everlast1ng/code/niuke/牛客周赛/115/D.cpp", "C++", 0, -50, 0, -14, -64
"/home/everlast1ng/code/niuke/牛客周赛/116/A.cpp", "C++", 0, -28, -1, -3, -32
"/home/everlast1ng/code/niuke/牛客周赛/116/B.cpp", "C++", 0, -31, 0, -4, -35
"/home/everlast1ng/code/niuke/牛客周赛/116/C.cpp", "C++", 0, -44, -1, -11, -56
"/home/everlast1ng/code/niuke/牛客周赛/116/D.cpp", "C++", 0, -53, 0, -12, -65
"/home/everlast1ng/code/niuke/牛客周赛/116/E.cpp", "C++", 0, -76, -1, -12, -89
"/home/everlast1ng/code/niuke/牛客周赛/117/A.cpp", "C++", 0, -33, -1, -4, -38
"/home/everlast1ng/code/niuke/牛客周赛/117/B.cpp", "C++", 0, -38, -1, -4, -43
"/home/everlast1ng/code/niuke/牛客周赛/117/C.cpp", "C++", 0, -25, -1, -5, -31
"/home/everlast1ng/code/niuke/牛客周赛/117/D.cpp", "C++", 0, -46, -1, -6, -53
"/home/everlast1ng/code/niuke/牛客周赛/118/A.cpp", "C++", 0, -29, -1, -5, -35
"/home/everlast1ng/code/niuke/牛客周赛/118/B.cpp", "C++", 0, -40, -1, -8, -49
"/home/everlast1ng/code/niuke/牛客周赛/118/C.cpp", "C++", 0, -42, -1, -7, -50
"/home/everlast1ng/code/niuke/牛客周赛/118/D.cpp", "C++", 0, -51, -1, -9, -61
"/home/everlast1ng/code/niuke/牛客周赛/118/E.cpp", "C++", 0, -24, 0, -6, -30
"/home/everlast1ng/code/niuke/牛客周赛/118/F.cpp", "C++", 0, -39, 0, -8, -47
"/home/everlast1ng/code/niuke/牛客周赛/119/A.cpp", "C++", 0, -40, -1, -5, -46
"/home/everlast1ng/code/niuke/牛客周赛/119/B.cpp", "C++", 0, -31, 0, -6, -37
"/home/everlast1ng/code/niuke/牛客周赛/119/C.cpp", "C++", 0, -39, 0, -5, -44
"/home/everlast1ng/code/niuke/牛客周赛/119/D.cpp", "C++", 0, -66, 0, -11, -77
"/home/everlast1ng/code/niuke/牛客周赛/119/E.cpp", "C++", 0, -57, 0, -9, -66
"/home/everlast1ng/code/niuke/牛客周赛/119/F.cpp", "C++", 0, -40, 0, -8, -48
"/home/everlast1ng/code/niuke/牛客周赛/120/A.cpp", "C++", 0, -36, -1, -5, -42
"/home/everlast1ng/code/niuke/牛客周赛/120/B.cpp", "C++", 0, -56, -1, -5, -62
"/home/everlast1ng/code/niuke/牛客周赛/120/C.cpp", "C++", 0, -42, -1, -5, -48
"/home/everlast1ng/code/niuke/牛客周赛/120/D.cpp", "C++", 0, -83, -1, -12, -96
"/home/everlast1ng/code/niuke/练习赛/145/A.cpp", "C++", 0, -52, -2, -5, -59
"/home/everlast1ng/code/niuke/练习赛/145/B.cpp", "C++", 0, -34, -1, -8, -43
"/home/everlast1ng/code/niuke/练习赛/146/A.cpp", "C++", 0, -49, -2, -7, -58
"/home/everlast1ng/code/niuke/练习赛/146/B.cpp", "C++", 0, -78, -6, -10, -94
"/home/everlast1ng/code/test.cpp", "C++", 0, -77, -12, -2, -91
"/home/everlast1ng/code/test2.cpp", "C++", 0, -27, 0, -2, -29
"/home/everlast1ng/code/vjudge/WUST/BFS/P1162 填涂颜色.cpp", "C++", 0, -63, -1, -10, -74
"/home/everlast1ng/code/vjudge/WUST/BFS/P1443 马的遍历.cpp", "C++", 0, -51, -1, -11, -63
"/home/everlast1ng/code/vjudge/WUST/BFS/P1506 拯救oibh总部.cpp", "C++", 0, -85, -1, -12, -98
"/home/everlast1ng/code/vjudge/WUST/BFS/P1649 [USACO07OCT] Obstacle Course S.cpp", "C++", 0, 0, 0, -1, -1
"/home/everlast1ng/code/vjudge/WUST/Character type/与圆相关的计算.cpp", "C++", 0, -12, 0, -6, -18
"/home/everlast1ng/code/vjudge/WUST/Character type/分糖果.cpp", "C++", 0, -32, 0, -8, -40
"/home/everlast1ng/code/vjudge/WUST/Character type/反向输出一个三位数.cpp", "C++", 0, -10, 0, -2, -12
"/home/everlast1ng/code/vjudge/WUST/Character type/均值.cpp", "C++", 0, -16, 0, -2, -18
"/home/everlast1ng/code/vjudge/WUST/Character type/大象喝水.cpp", "C++", 0, -11, 0, -2, -13
"/home/everlast1ng/code/vjudge/WUST/Character type/带余除法.cpp", "C++", 0, -11, 0, -5, -16
"/home/everlast1ng/code/vjudge/WUST/Character type/打印 ASCII 码.cpp", "C++", 0, -9, 0, -2, -11
"/home/everlast1ng/code/vjudge/WUST/Character type/打印字符.cpp", "C++", 0, -9, 0, -2, -11
"/home/everlast1ng/code/vjudge/WUST/Character type/整型与布尔型的转换.cpp", "C++", 0, -10, 0, -2, -12
"/home/everlast1ng/code/vjudge/WUST/Character type/求一元二次方程.cpp", "C++", 0, -23, 0, -3, -26
"/home/everlast1ng/code/vjudge/WUST/Character type/求平均年龄.cpp", "C++", 0, -16, 0, -6, -22
"/home/everlast1ng/code/vjudge/WUST/Character type/求整数的和与均值.cpp", "C++", 0, -16, 0, -3, -19
"/home/everlast1ng/code/vjudge/WUST/Character type/浮点数向零舍入.cpp", "C++", 0, -9, 0, -2, -11
"/home/everlast1ng/code/vjudge/WUST/Character type/温度表达转化.cpp", "C++", 0, -10, 0, -2, -12
"/home/everlast1ng/code/vjudge/WUST/Character type/甲流疫情死亡率.cpp", "C++", 0, -10, 0, -5, -15
"/home/everlast1ng/code/vjudge/WUST/Character type/空格分隔输出.cpp", "C++", 0, -12, 0, -2, -14
"/home/everlast1ng/code/vjudge/WUST/Character type/计算三角形面积.cpp", "C++", 0, -15, 0, -2, -17
"/home/everlast1ng/code/vjudge/WUST/Character type/计算分数的浮点数值.cpp", "C++", 0, -10, 0, -3, -13
"/home/everlast1ng/code/vjudge/WUST/Character type/计算并联电阻的阻值.cpp", "C++", 0, -10, 0, -2, -12
"/home/everlast1ng/code/vjudge/WUST/Character type/计算浮点数相除的余.cpp", "C++", 0, -16, 0, -5, -21
"/home/everlast1ng/code/vjudge/WUST/Character type/计算球的体积.cpp", "C++", 0, -10, 0, -5, -15
"/home/everlast1ng/code/vjudge/WUST/Character type/输出保留 12 位小数的浮点数.cpp", "C++", 0, -9, 0, -2, -11
"/home/everlast1ng/code/vjudge/WUST/Character type/输出保留 3 位小数的浮点数.cpp", "C++", 0, -9, 0, -2, -11
"/home/everlast1ng/code/vjudge/WUST/Character type/输出浮点数.cpp", "C++", 0, -9, 0, -5, -14
"/home/everlast1ng/code/vjudge/WUST/DFS/B3623 枚举排列（递归实现排列型枚举）.cpp", "C++", 0, -45, -1, -7, -53
"/home/everlast1ng/code/vjudge/WUST/DFS/B3625 迷宫寻路.cpp", "C++", 0, -51, -1, -10, -62
"/home/everlast1ng/code/vjudge/WUST/DFS/Lake Counting S.cpp", "C++", 0, -56, -1, -9, -66
"/home/everlast1ng/code/vjudge/WUST/DFS/P1019 [NOIP 2000 提高组] 单词接龙（疑似错题）.cpp", "C++", 0, -34, -1, -6, -41
"/home/everlast1ng/code/vjudge/WUST/DFS/P1036 [NOIP 2002 普及组] 选数.cpp", "C++", 0, -56, -1, -12, -69
"/home/everlast1ng/code/vjudge/WUST/DFS/P1101 单词方阵.cpp", "C++", 0, -76, -1, -9, -86
"/home/everlast1ng/code/vjudge/WUST/DFS/P1219 [USACO1.5] 八皇后 Checker Challenge.cpp", "C++", 0, -61, -1, -8, -70
"/home/everlast1ng/code/vjudge/WUST/DFS/P1605 迷宫.cpp", "C++", 0, -53, -1, -7, -61
"/home/everlast1ng/code/vjudge/WUST/DFS/P1706 全排列问题.cpp", "C++", 0, -48, -1, -6, -55
"/home/everlast1ng/code/vjudge/WUST/DFS/P2404 自然数的拆分问题.cpp", "C++", 0, -56, -1, -8, -65
"/home/everlast1ng/code/vjudge/WUST/DFS/P7012 [CERC2013] Draughts.cpp", "C++", 0, -63, 0, -10, -73
"/home/everlast1ng/code/vjudge/WUST/DFS/P9872 [EC Final 2021] DFS Order.cpp", "C++", 0, -51, 0, -9, -60
"/home/everlast1ng/code/vjudge/WUST/DFS/奇怪的电梯.cpp", "C++", 0, -56, -1, -10, -67
"/home/everlast1ng/code/vjudge/WUST/DFS/排列2.cpp", "C++", 0, -66, -1, -8, -75
"/home/everlast1ng/code/vjudge/WUST/DFS/数的划分.cpp", "C++", 0, -39, -1, -7, -47
"/home/everlast1ng/code/vjudge/WUST/DFS/猫粮规划.cpp", "C++", 0, -44, -1, -7, -52
"/home/everlast1ng/code/vjudge/WUST/Functions and Structures/P5461 赦免战俘.cpp", "C++", 0, -53, -1, -9, -63
"/home/everlast1ng/code/vjudge/WUST/Functions and Structures/判决素数个数.c", "C", -40, 0, 0, -8, -48
"/home/everlast1ng/code/vjudge/WUST/Functions and Structures/区间内的真素数.c", "C", -62, 0, 0, -11, -73
"/home/everlast1ng/code/vjudge/WUST/Functions and Structures/单词替换.c", "C", -41, 0, 0, -12, -53
"/home/everlast1ng/code/vjudge/WUST/Functions and Structures/哥德巴赫猜想.c", "C", -34, 0, 0, -9, -43
"/home/everlast1ng/code/vjudge/WUST/Functions and Structures/回文质数 Prime Palindromes.cpp", "C++", 0, -46, 0, -10, -56
